.firmdale,generic,Firmdale Holdings Limited
.fish,generic,"Fox Woods, LLC"
.fishing,generic,Top Level Domain Holdings Limited
.fit,generic,Minds + Machines Group Limited
.fitness,generic,"Brice Orchard, LLC"
.flickr,generic,Yahoo! Domain Services Inc.
.flights,generic,"Fox Station, LLC"
.flir,generic,"FLIR Systems, Inc."
.florist,generic,"Half Cypress, LLC"
.flowers,generic,"Uniregistry, Corp."
.flsmidth,generic,Retired
.fly,generic,Charleston Road Registry Inc.
.foo,generic,Charleston Road Registry Inc.
.food,generic,"Lifestyle Domain Holdings, Inc."
.foodnetwork,generic,"Lifestyle Domain Holdings, Inc."
.football,generic,"Foggy Farms, LLC"
.ford,generic,Ford Motor Company
.forex,generic,DOTFOREX REGISTRY LTD
.forsale,generic,"United TLD Holdco, LLC"
.forum,generic,"Fegistry, LLC"
.foundation,generic,"John Dale, LLC"
.fox,generic,"FOX Registry, LLC"
.free,generic,"Amazon Registry Services, Inc."
.fresenius,generic,Fresenius Immobilien-Verwaltungs-GmbH
.frl,generic,FRLregistry B.V.
.frogans,generic,OP3FT
.frontdoor,generic,"Lifestyle Domain Holdings, Inc."
.frontier,generic,Frontier Communications Corporation
.ftr,generic,Frontier Communications Corporation
.fujitsu,generic,Fujitsu Limited
.fujixerox,generic,Xerox DNHC LLC
.fun,generic,"DotSpace, Inc."
.fund,generic,"John Castle, LLC"
.furniture,generic,"Lone Fields, LLC"
.futbol,generic,"United TLD Holdco, Ltd."
.fyi,generic,"Silver Tigers, LLC"
.gal,generic,Asociación puntoGAL
.gallery,generic,"Sugar House, LLC"
.gallo,generic,"Gallo Vineyards, Inc."
.gallup,generic,"Gallup, Inc."
.game,generic,"Uniregistry, Corp."
.games,generic,United TLD Holdco Ltd.
.gap,generic,"The Gap, Inc."
.garden,generic,Top Level Domain Holdings Limited
.gbiz,generic,Charleston Road Registry Inc.
.gdn,generic,"Joint Stock Company ""Navigation-information systems"""
.gea,generic,GEA Group Aktiengesellschaft
.gent,generic,Combell nv
.genting,generic,Resorts World Inc. Pte. Ltd.
.george,generic,"Wal-Mart Stores, Inc."
.ggee,generic,"GMO Internet, Inc."
.gift,generic,"Uniregistry, Corp."
.gifts,generic,"Goose Sky, LLC"
.gives,generic,United TLD Holdco Ltd.
.giving,generic,Giving Limited
.glade,generic,"Johnson Shareholdings, Inc."
.glass,generic,"Black Cover, LLC"
.gle,generic,Charleston Road Registry Inc.
.global,generic,Dot Global Domain Registry Limited
.globo,generic,Globo Comunicação e Participações S.A
.gmail,generic,Charleston Road Registry Inc.
.gmbh,generic,"Extra Dynamite, LLC"
.gmo,generic,"GMO Internet, Inc."
.gmx,generic,1&1 Mail & Media GmbH
.godaddy,generic,"Go Daddy East, LLC"
.gold,generic,"June Edge, LLC"
.goldpoint,generic,"YODOBASHI CAMERA CO.,LTD."
.golf,generic,"Lone Falls, LLC"
.goo,generic,NTT Resonant Inc.
.goodhands,generic,Allstate Fire and Casualty Insurance Company
.goodyear,generic,The Goodyear Tire & Rubber Company
.goog,generic,Charleston Road Registry Inc.
.google,generic,Charleston Road Registry Inc.
.gop,generic,"Republican State Leadership Committee, Inc."
.got,generic,"Amazon Registry Services, Inc."
.grainger,generic,"Grainger Registry Services, LLC"
.graphics,generic,"Over Madison, LLC"
.gratis,generic,"Pioneer Tigers, LLC"
.green,generic,DotGreen Registry Limited
.gripe,generic,"Corn Sunset, LLC"
.group,generic,"Romeo Town, LLC"
.guardian,generic,The Guardian Life Insurance Company of America
.gucci,generic,Guccio Gucci S.p.a.
.guge,generic,Charleston Road Registry Inc.
.guide,generic,"Snow Moon, LLC"
.guitars,generic,"Uniregistry, Corp."
.guru,generic,"Pioneer Cypress, LLC"
.hair,generic,L'Oreal
.hamburg,generic,Hamburg Top-Level-Domain GmbH
.hangout,generic,Charleston Road Registry Inc.
.haus,generic,"United TLD Holdco, LTD."
.hbo,generic,"HBO Registry Services, Inc."
.hdfc,generic,HOUSING DEVELOPMENT FINANCE CORPORATION LIMITED
.hdfcbank,generic,HDFC Bank Limited
.health,generic,"DotHealth, LLC"
.healthcare,generic,"Silver Glen, LLC"
.help,generic,"Uniregistry, Corp."
.helsinki,generic,City of Helsinki
.here,generic,Charleston Road Registry Inc.
.hermes,generic,Hermes International
.hgtv,generic,"Lifestyle Domain Holdings, Inc."
.hiphop,generic,"Uniregistry, Corp."
.hisamitsu,generic,"Hisamitsu Pharmaceutical Co.,Inc."
.hitachi,generic,"Hitachi, Ltd."
.hiv,generic,"Uniregistry, Corp."
.hkt,generic,PCCW-HKT DataCom Services Limited
.hockey,generic,"Half Willow, LLC"
.holdings,generic,"John Madison, LLC"
.holiday,generic,"Goose Woods, LLC"
.homedepot,generic,"Home Depot Product Authority, LLC"
.homegoods,generic,"The TJX Companies, Inc."
.homes,generic,"DERHomes, LLC"
.homesense,generic,"The TJX Companies, Inc."
.honda,generic,"Honda Motor Co., Ltd."
.honeywell,generic,Honeywell GTLD LLC
.horse,generic,Top Level Domain Holdings Limited
.hospital,generic,"Ruby Pike, LLC"
.host,generic,DotHost Inc.
.hosting,generic,"Uniregistry, Corp."
.hot,generic,"Amazon Registry Services, Inc."
.hoteles,generic,Travel Reservations SRL
.hotmail,generic,Microsoft Corporation
.house,generic,"Sugar Park, LLC"
.how,generic,Charleston Road Registry Inc.
.hsbc,generic,HSBC Global Services (UK) Limited
.htc,generic,HTC corporation
.hughes,generic,Hughes Satellite Systems Corporation
.hyatt,generic,"Hyatt GTLD, L.L.C."
.hyundai,generic,Hyundai Motor Company
.ibm,generic,International Business Machines Corporation
.icbc,generic,Industrial and Commercial Bank of China Limited
.ice,generic,"IntercontinentalExchange, Inc."
.icu,generic,One.com A/S
.ieee,generic,IEEE Global LLC
.ifm,generic,ifm electronic gmbh
.iinet,generic,Retired
.ikano,generic,Ikano S.A.
.imamat,generic,Fondation Aga Khan (Aga Khan Foundation)
.imdb,generic,"Amazon Registry Services, Inc."
.immo,generic,"Auburn Bloom, LLC"
.immobilien,generic,United TLD Holdco Ltd.
.industries,generic,"Outer House, LLC"
.infiniti,generic,"NISSAN MOTOR CO., LTD."
.info,generic,Afilias Limited
.ing,generic,Charleston Road Registry Inc.
.ink,generic,"Top Level Design, LLC"
.institute,generic,"Outer Maple, LLC"
.insurance,generic,fTLD Registry Services LLC
.insure,generic,"Pioneer Willow, LLC"
.intel,generic,Intel Corporation
.international,generic,"Wild Way, LLC"
.intuit,generic,"Intuit Administrative Services, Inc."
.investments,generic,"Holly Glen, LLC"
.ipiranga,generic,Ipiranga Produtos de Petroleo S.A.
.irish,generic,Tin Mill LLC
.iselect,generic,iSelect Ltd
.ismaili,generic,Fondation Aga Khan (Aga Khan Foundation)
.ist,generic,Istanbul Metropolitan Municipality
.istanbul,generic,Istanbul Metropolitan Municipality
.itau,generic,Itau Unibanco Holding S.A.
.itv,generic,ITV Services Limited
.iveco,generic,CNH Industrial N.V.
.iwc,generic,Richemont DNS Inc.
.jaguar,generic,Jaguar Land Rover Ltd
.java,generic,Oracle Corporation
.jcb,generic,"JCB Co., Ltd."
.jcp,generic,"JCP Media, Inc."
.jeep,generic,FCA US LLC.
.jetzt,generic,"Wild Frostbite, LLC"
.jewelry,generic,"Wild Bloom, LLC"
.jio,generic,"Affinity Names, Inc."
.jlc,generic,Richemont DNS Inc.
.jll,generic,Jones Lang LaSalle Incorporated
.jmp,generic,Matrix IP LLC
.jnj,generic,"Johnson & Johnson Services, Inc."
.joburg,generic,ZA Central Registry NPC trading as ZA Central Registry
.jot,generic,"Amazon Registry Services, Inc."
.joy,generic,"Amazon Registry Services, Inc."
.jpmorgan,generic,"JPMorgan Chase Bank, National Association"
.jprs,generic,"Japan Registry Services Co., Ltd."
.juegos,generic,"Uniregistry, Corp."
.juniper,generic,"JUNIPER NETWORKS, INC."
.kaufen,generic,United TLD Holdco Ltd.
.kddi,generic,KDDI CORPORATION
.kerryhotels,generic,Kerry Trading Co. Limited
.kerrylogistics,generic,Kerry Trading Co. Limited
.kerryproperties,generic,Kerry Trading Co. Limited
.kfh,generic,Kuwait Finance House
.kia,generic,KIA MOTORS CORPORATION
.kim,generic,Afilias plc
.kinder,generic,Ferrero Trading Lux S.A.
.kindle,generic,"Amazon Registry Services, Inc."
.kitchen,generic,"Just Goodbye, LLC"
.kiwi,generic,DOT KIWI LIMITED
.koeln,generic,NetCologne Gesellschaft für Telekommunikation mbH
.komatsu,generic,Komatsu Ltd.
.kosher,generic,Kosher Marketing Assets LLC
.kpmg,generic,KPMG International Cooperative (KPMG International Genossenschaft)
.kpn,generic,Koninklijke KPN N.V.
.krd,generic,KRG Department of Information Technology
.kred,generic,KredTLD Pty Ltd
.kuokgroup,generic,Kerry Trading Co. Limited
.kyoto,generic,Academic Institution: Kyoto Jyoho Gakuen
.lacaixa,generic,CAIXA D'ESTALVIS I PENSIONS DE BARCELONA
.ladbrokes,generic,LADBROKES INTERNATIONAL PLC
.lamborghini,generic,Automobili Lamborghini S.p.A.
.lamer,generic,The Estée Lauder Companies Inc.
.lancaster,generic,LANCASTER
.lancia,generic,Fiat Chrysler Automobiles N.V.
.lancome,generic,L'Oréal
.land,generic,"Pine Moon, LLC"
.landrover,generic,Jaguar Land Rover Ltd
.lanxess,generic,LANXESS Corporation
.lasalle,generic,Jones Lang LaSalle Incorporated
.lat,generic,ECOM-LAC Federación de Latinoamérica y el Caribe para Internet y el Comercio Electrónico
.latino,generic,Dish DBS Corporation
.latrobe,generic,La Trobe University
.law,generic,Minds + Machines Group Limited
.lawyer,generic,"United TLD Holdco, Ltd"
.lds,generic,"IRI Domain Management, LLC"
.lease,generic,"Victor Trail, LLC"
.leclerc,generic,A.C.D. LEC Association des Centres Distributeurs Edouard Leclerc
.lefrak,generic,"LeFrak Organization, Inc."
.legal,generic,"Blue Falls, LLC"
.lego,generic,LEGO Juris A/S
.lexus,generic,TOYOTA MOTOR CORPORATION
.lgbt,generic,Afilias plc
.liaison,generic,"Liaison Technologies, Incorporated"
.lidl,generic,Schwarz Domains und Services GmbH & Co. KG
.life,generic,"Trixy Oaks, LLC"
.lifeinsurance,generic,American Council of Life Insurers
.lifestyle,generic,"Lifestyle Domain Holdings, Inc."
.lighting,generic,"John McCook, LLC"
.like,generic,"Amazon Registry Services, Inc."
.lilly,generic,Eli Lilly and Company
.limited,generic,"Big Fest, LLC"
.limo,generic,"Hidden Frostbite, LLC"
.lincoln,generic,Ford Motor Company
.linde,generic,Linde Aktiengesellschaft
.link,generic,"Uniregistry, Corp."
.lipsy,generic,Lipsy Ltd
.live,generic,United TLD Holdco Ltd.
.living,generic,"Lifestyle Domain Holdings, Inc."
.lixil,generic,LIXIL Group Corporation
.loan,generic,dot Loan Limited
.loans,generic,"June Woods, LLC"
.locker,generic,Dish DBS Corporation
.locus,generic,Locus Analytics LLC
.loft,generic,"Annco, Inc."
.lol,generic,"Uniregistry, Corp."
.london,generic,Dot London Domains Limited
.lotte,generic,"Lotte Holdings Co., Ltd."
.lotto,generic,Afilias plc
.love,generic,Merchant Law Group LLP
.lpl,generic,"LPL Holdings, Inc."
.lplfinancial,generic,"LPL Holdings, Inc."
.ltd,generic,"Over Corner, LLC"
.ltda,generic,InterNetX Corp.
.lundbeck,generic,H. Lundbeck A/S
.lupin,generic,LUPIN LIMITED
.luxe,generic,Top Level Domain Holdings Limited
.luxury,generic,Luxury Partners LLC
.macys,generic,"Macys, Inc."
.madrid,generic,Comunidad de Madrid
.maif,generic,Mutuelle Assurance Instituteur France (MAIF)
.maison,generic,"Victor Frostbite, LLC"
.makeup,generic,L'Oréal
.man,generic,MAN SE
.management,generic,"John Goodbye, LLC"
.mango,generic,PUNTO FA S.L.
.market,generic,"United TLD Holdco, Ltd"
.marketing,generic,"Fern Pass, LLC"
.markets,generic,DOTMARKETS REGISTRY LTD
.marriott,generic,Marriott Worldwide Corporation
.marshalls,generic,"The TJX Companies, Inc."
.maserati,generic,Fiat Chrysler Automobiles N.V.
.mattel,generic,"Mattel Sites, Inc."
.mba,generic,"Lone Hollow, LLC"
.mcd,generic,McDonald’s Corporation
.mcdonalds,generic,McDonald’s Corporation
.mckinsey,generic,"McKinsey Holdings, Inc."
.med,generic,Medistry LLC
.media,generic,"Grand Glen, LLC"
.meet,generic,Charleston Road Registry Inc.
.melbourne,generic,"The Crown in right of the State of Victoria, represented by its Department of State Development, Business and Innovation"
.meme,generic,Charleston Road Registry Inc.
.memorial,generic,"Dog Beach, LLC"
.men,generic,Exclusive Registry Limited
.menu,generic,"Wedding TLD2, LLC"
.meo,generic,"MEO Serviços de Comunicações e Multimédia, S.A."
.metlife,generic,"MetLife Services and Solutions, LLC"
.miami,generic,Top Level Domain Holdings Limited
.microsoft,generic,Microsoft Corporation
.mini,generic,Bayerische Motoren Werke Aktiengesellschaft
.mint,generic,"Intuit Administrative Services, Inc."
.mit,generic,Massachusetts Institute of Technology
.mitsubishi,generic,Mitsubishi Corporation
.mlb,generic,"MLB Advanced Media DH, LLC"
.mls,generic,The Canadian Real Estate Association
.mma,generic,MMA IARD
.mobile,generic,Dish DBS Corporation
.mobily,generic,GreenTech Consultancy Company W.L.L.
.moda,generic,United TLD Holdco Ltd.
.moe,generic,"Interlink Co., Ltd."
.moi,generic,"Amazon Registry Services, Inc."
.mom,generic,"Uniregistry, Corp."
.monash,generic,Monash University
.money,generic,"Outer McCook, LLC"
.monster,generic,"Monster Worldwide, Inc."
.montblanc,generic,Richemont DNS Inc.
.mopar,generic,FCA US LLC.
.mormon,generic,"IRI Domain Management, LLC (""Applicant"")"
.mortgage,generic,"United TLD Holdco, Ltd"
.moscow,generic,Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID)
.moto,generic,"Motorola Trademark Holdings, LLC"
.motorcycles,generic,"DERMotorcycles, LLC"
.mov,generic,Charleston Road Registry Inc.
.movie,generic,"New Frostbite, LLC"
.movistar,generic,Telefónica S.A.
.msd,generic,"MSD Registry Holdings, Inc."
.mtn,generic,MTN Dubai Limited
.mtpc,generic,Mitsubishi Tanabe Pharma Corporation
.mtr,generic,MTR Corporation Limited
.mutual,generic,"Northwestern Mutual MU TLD Registry, LLC"
.mutuelle,generic,Retired
.nab,generic,National Australia Bank Limited
.nadex,generic,"Nadex Domains, Inc"
.nagoya,generic,"GMO Registry, Inc."
.nationwide,generic,Nationwide Mutual Insurance Company
.natura,generic,NATURA COSMÉTICOS S.A.
.navy,generic,United TLD Holdco Ltd.
.nba,generic,"NBA REGISTRY, LLC"
.nec,generic,NEC Corporation
.net,generic,VeriSign Global Registry Services
.netbank,generic,COMMONWEALTH BANK OF AUSTRALIA
.netflix,generic,"Netflix, Inc."
.network,generic,"Trixy Manor, LLC"
.neustar,generic,"NeuStar, Inc."
.new,generic,Charleston Road Registry Inc.
.newholland,generic,CNH Industrial N.V.
.news,generic,United TLD Holdco Ltd.
.next,generic,Next plc
.nextdirect,generic,Next plc
.nexus,generic,Charleston Road Registry Inc.
.nfl,generic,NFL Reg Ops LLC
.ngo,generic,Public Interest Registry
.nhk,generic,Japan Broadcasting Corporation (NHK)
.nico,generic,"DWANGO Co., Ltd."
.nike,generic,"NIKE, Inc."
.nikon,generic,NIKON CORPORATION
.ninja,generic,United TLD Holdco Ltd.
.nissan,generic,"NISSAN MOTOR CO., LTD."
.nissay,generic,Nippon Life Insurance Company
.nokia,generic,Nokia Corporation
.northwesternmutual,generic,"Northwestern Mutual Registry, LLC"
.norton,generic,Symantec Corporation
.now,generic,"Amazon Registry Services, Inc."
.nowruz,generic,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.
.nowtv,generic,Starbucks (HK) Limited
.nra,generic,"NRA Holdings Company, INC."
.nrw,generic,Minds + Machines GmbH
.ntt,generic,NIPPON TELEGRAPH AND TELEPHONE CORPORATION
.nyc,generic,The City of New York by and through the New York City Department of Information Technology & Telecommunications
.obi,generic,OBI Group Holding SE & Co. KGaA
.observer,generic,"Top Level Spectrum, Inc."
.off,generic,"Johnson Shareholdings, Inc."
.office,generic,Microsoft Corporation
.okinawa,generic,"BRregistry, Inc."
.olayan,generic,Crescent Holding GmbH
.olayangroup,generic,Crescent Holding GmbH
.oldnavy,generic,"The Gap, Inc."
.ollo,generic,Dish DBS Corporation
.omega,generic,The Swatch Group Ltd
.one,generic,One.com A/S
.ong,generic,Public Interest Registry
.onl,generic,"I-REGISTRY Ltd., Niederlassung Deutschland"
.online,generic,DotOnline Inc.
.onyourside,generic,Nationwide Mutual Insurance Company
.ooo,generic,INFIBEAM INCORPORATION LIMITED
.open,generic,"American Express Travel Related Services Company, Inc."
.oracle,generic,Oracle Corporation
.orange,generic,Orange Brand Services Limited
.org,generic,Public Interest Registry (PIR)
.organic,generic,Afilias plc
.orientexpress,generic,Orient Express
.origins,generic,The Estée Lauder Companies Inc.
.osaka,generic,"Interlink Co., Ltd."
.otsuka,generic,"Otsuka Holdings Co., Ltd."
.ott,generic,Dish DBS Corporation
.ovh,generic,OVH SAS
.page,generic,Charleston Road Registry Inc.
.pamperedchef,generic,"The Pampered Chef, Ltd."
.panasonic,generic,Panasonic Corporation
.panerai,generic,Richemont DNS Inc.
.paris,generic,City of Paris
.pars,generic,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.
.partners,generic,"Magic Glen, LLC"
.parts,generic,"Sea Goodbye, LLC"
.party,generic,Blue Sky Registry Limited
.passagens,generic,Travel Reservations SRL
.pay,generic,"Amazon Registry Services, Inc."
.pccw,generic,PCCW Enterprises Limited
.pet,generic,Afilias plc
.pfizer,generic,Pfizer Inc.
.pharmacy,generic,National Association of Boards of Pharmacy
.philips,generic,Koninklijke Philips N.V.
.phone,generic,Dish DBS Corporation
.photo,generic,"Uniregistry, Corp."
.photography,generic,"Sugar Glen, LLC"
.photos,generic,"Sea Corner, LLC"
.physio,generic,PhysBiz Pty Ltd
.piaget,generic,Richemont DNS Inc.
.pics,generic,"Uniregistry, Corp."
.pictet,generic,Pictet Europe S.A.
.pictures,generic,"Foggy Sky, LLC"
.pid,generic,"Top Level Spectrum, Inc."
.pin,generic,"Amazon Registry Services, Inc."
.ping,generic,"Ping Registry Provider, Inc."
.pink,generic,Afilias plc
.pioneer,generic,Pioneer Corporation
.pizza,generic,"Foggy Moon, LLC"
.place,generic,"Snow Galley, LLC"
.play,generic,Charleston Road Registry Inc.
.playstation,generic,Sony Computer Entertainment Inc.
.plumbing,generic,"Spring Tigers, LLC"
.plus,generic,"Sugar Mill, LLC"
.pnc,generic,"PNC Domain Co., LLC"
.poker,generic,Afilias plc
.politie,generic,Politie Nederland
.porn,generic,ICM Registry PN LLC
.pramerica,generic,"Prudential Financial, Inc."
.praxi,generic,Praxi S.p.A.
.press,generic,DotPress Inc.
.prime,generic,"Amazon Registry Services, Inc."
.prod,generic,Charleston Road Registry Inc.
.productions,generic,"Magic Birch, LLC"
.prof,generic,Charleston Road Registry Inc.
.progressive,generic,Progressive Casualty Insurance Company
.promo,generic,Afilias plc
.properties,generic,"Big Pass, LLC"
.property,generic,"Uniregistry, Corp."
.protection,generic,XYZ.COM LLC
.pru,generic,"Prudential Financial, Inc."
.prudential,generic,"Prudential Financial, Inc."
.pub,generic,United TLD Holdco Ltd.
.pwc,generic,PricewaterhouseCoopers LLP
.qpon,generic,"dotCOOL, Inc."
.quebec,generic,PointQuébec Inc
.quest,generic,Quest ION Limited
.qvc,generic,"QVC, Inc."
.racing,generic,Premier Registry Limited
.radio,generic,European Broadcasting Union (EBU)
.raid,generic,"Johnson Shareholdings, Inc."
.read,generic,"Amazon Registry Services, Inc."
.realestate,generic,dotRealEstate LLC
.realtor,generic,Real Estate Domains LLC
.realty,generic,"Fegistry, LLC"
.recipes,generic,"Grand Island, LLC"
.red,generic,Afilias plc
.redstone,generic,"Redstone Haute Couture Co., Ltd."
.redumbrella,generic,"Travelers TLD, LLC"
.rehab,generic,United TLD Holdco Ltd.
.reise,generic,"Foggy Way, LLC"
.reisen,generic,"New Cypress, LLC"
.reit,generic,"National Association of Real Estate Investment Trusts, Inc."
.reliance,generic,Reliance Industries Limited
.ren,generic,"Beijing Qianxiang Wangjing Technology Development Co., Ltd."
.rent,generic,XYZ.COM LLC
.rentals,generic,"Big Hollow,LLC"
.repair,generic,"Lone Sunset, LLC"
.report,generic,"Binky Glen, LLC"
.republican,generic,United TLD Holdco Ltd.
.rest,generic,Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable
.restaurant,generic,"Snow Avenue, LLC"
.review,generic,dot Review Limited
.reviews,generic,"United TLD Holdco, Ltd."
.rexroth,generic,Robert Bosch GMBH
.rich,generic,"I-REGISTRY Ltd., Niederlassung Deutschland"
.richardli,generic,Pacific Century Asset Management (HK) Limited
.ricoh,generic,"Ricoh Company, Ltd."
.rightathome,generic,"Johnson Shareholdings, Inc."
.ril,generic,Reliance Industries Limited
.rio,generic,Empresa Municipal de Informática SA - IPLANRIO
.rip,generic,United TLD Holdco Ltd.
.rmit,generic,Royal Melbourne Institute of Technology
.rocher,generic,Ferrero Trading Lux S.A.
.rocks,generic,"United TLD Holdco, LTD."
.rodeo,generic,Top Level Domain Holdings Limited
.rogers,generic,Rogers Communications Canada Inc.
.room,generic,"Amazon Registry Services, Inc."
.rsvp,generic,Charleston Road Registry Inc.
.ruhr,generic,regiodot GmbH & Co. KG
.run,generic,"Snow Park, LLC"
.rwe,generic,RWE AG
.ryukyu,generic,"BRregistry, Inc."
.saarland,generic,dotSaarland GmbH
.safe,generic,"Amazon Registry Services, Inc."
.safety,generic,"Safety Registry Services, LLC."
.sakura,generic,SAKURA Internet Inc.
.sale,generic,"United TLD Holdco, Ltd"
.salon,generic,"Outer Orchard, LLC"
.samsclub,generic,"Wal-Mart Stores, Inc."
.samsung,generic,"SAMSUNG SDS CO., LTD"
.sandvik,generic,Sandvik AB
.sandvikcoromant,generic,Sandvik AB
.sanofi,generic,Sanofi
.sap,generic,SAP AG
.sapo,generic,"MEO Serviços de Comunicações e Multimédia, S.A."
.sarl,generic,"Delta Orchard, LLC"
.sas,generic,Research IP LLC
.save,generic,"Amazon Registry Services, Inc."
.saxo,generic,Saxo Bank A/S
.sbi,generic,STATE BANK OF INDIA
.sbs,generic,SPECIAL BROADCASTING SERVICE CORPORATION
.sca,generic,SVENSKA CELLULOSA AKTIEBOLAGET SCA (publ)
.scb,generic,"The Siam Commercial Bank Public Company Limited (""SCB"")"
.schaeffler,generic,Schaeffler Technologies AG & Co. KG
.schmidt,generic,SALM S.A.S.
.scholarships,generic,"Scholarships.com, LLC"
.school,generic,"Little Galley, LLC"
.schule,generic,"Outer Moon, LLC"
.schwarz,generic,Schwarz Domains und Services GmbH & Co. KG
.science,generic,dot Science Limited
.scjohnson,generic,"Johnson Shareholdings, Inc."
.scor,generic,SCOR SE
.scot,generic,Dot Scot Registry Limited
.seat,generic,"SEAT, S.A. (Sociedad Unipersonal)"
.secure,generic,"Amazon Registry Services, Inc."
.security,generic,XYZ.COM LLC
.seek,generic,Seek Limited
.select,generic,iSelect Ltd
.sener,generic,"Sener Ingeniería y Sistemas, S.A."
.services,generic,"Fox Castle, LLC"
.ses,generic,SES
.seven,generic,Seven West Media Ltd
.sew,generic,SEW-EURODRIVE GmbH & Co KG
.sex,generic,ICM Registry SX LLC
.sexy,generic,"Uniregistry, Corp."
.sfr,generic,Societe Francaise du Radiotelephone - SFR
.shangrila,generic,Shangri‐La International Hotel Management Limited
.sharp,generic,Sharp Corporation
.shaw,generic,Shaw Cablesystems G.P.
.shell,generic,Shell Information Technology International Inc
.shia,generic,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.
.shiksha,generic,Afilias plc
.shoes,generic,"Binky Galley, LLC"
.shop,generic,"GMO Registry, Inc."
.shopping,generic,"Over Keep, LLC"
.shouji,generic,QIHOO 360 TECHNOLOGY CO. LTD.
.show,generic,"Snow Beach, LLC"
.showtime,generic,CBS Domains Inc.
.shriram,generic,Shriram Capital Ltd.
.silk,generic,"Amazon Registry Services, Inc."
.sina,generic,Sina Corporation
.singles,generic,"Fern Madison, LLC"
.site,generic,DotSite Inc.
.ski,generic,STARTING DOT LIMITED
.skin,generic,L'Oréal
.sky,generic,Sky International AG
.skype,generic,Microsoft Corporation
.sling,generic,Hughes Satellite Systems Corporation
.smart,generic,"Smart Communications, Inc. (SMART)"
.smile,generic,"Amazon Registry Services, Inc."
.sncf,generic,SNCF (Société Nationale des Chemins de fer Francais)
.soccer,generic,"Foggy Shadow, LLC"
.social,generic,United TLD Holdco Ltd.
.softbank,generic,SoftBank Group Corp.
.software,generic,"United TLD Holdco, Ltd"
.sohu,generic,Sohu.com Limited
.solar,generic,"Ruby Town, LLC"
.solutions,generic,"Silver Cover, LLC"
.song,generic,"Amazon Registry Services, Inc."
.sony,generic,Sony Corporation
.soy,generic,Charleston Road Registry Inc.
.space,generic,DotSpace Inc.
.spiegel,generic,SPIEGEL-Verlag Rudolf Augstein GmbH & Co. KG
.spot,generic,"Amazon Registry Services, Inc."
.spreadbetting,generic,DOTSPREADBETTING REGISTRY LTD
.srl,generic,InterNetX Corp.
.srt,generic,FCA US LLC.
.stada,generic,STADA Arzneimittel AG
.staples,generic,"Staples, Inc."
.star,generic,Star India Private Limited
.starhub,generic,StarHub Limited
.statebank,generic,STATE BANK OF INDIA
.statefarm,generic,State Farm Mutual Automobile Insurance Company
.statoil,generic,Statoil ASA
.stc,generic,Saudi Telecom Company
.stcgroup,generic,Saudi Telecom Company
.stockholm,generic,Stockholms kommun
.storage,generic,Self Storage Company LLC
.store,generic,DotStore Inc.
.stream,generic,dot Stream Limited
.studio,generic,United TLD Holdco Ltd.
.study,generic,OPEN UNIVERSITIES AUSTRALIA PTY LTD
.style,generic,"Binky Moon, LLC"
.sucks,generic,Vox Populi Registry Ltd.
.supplies,generic,"Atomic Fields, LLC"
.supply,generic,"Half Falls, LLC"
.support,generic,"Grand Orchard, LLC"
.surf,generic,Top Level Domain Holdings Limited
.surgery,generic,"Tin Avenue, LLC"
.suzuki,generic,SUZUKI MOTOR CORPORATION
.swatch,generic,The Swatch Group Ltd
.swiftcover,generic,Swiftcover Insurance Services Limited
.swiss,generic,Swiss Confederation
.sydney,generic,"State of New South Wales, Department of Premier and Cabinet"
.symantec,generic,Symantec Corporation
.systems,generic,"Dash Cypress, LLC"
.tab,generic,Tabcorp Holdings Limited
.taipei,generic,Taipei City Government
.talk,generic,"Amazon Registry Services, Inc."
.taobao,generic,Alibaba Group Holding Limited
.target,generic,"Target Domain Holdings, LLC"
.tatamotors,generic,Tata Motors Ltd
.tatar,generic,"Limited Liability Company ""Coordination Center of Regional Domain of Tatarstan Republic"""
.tattoo,generic,"Uniregistry, Corp."
.tax,generic,"Storm Orchard, LLC"
.taxi,generic,"Pine Falls, LLC"
.tci,generic,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.
.tdk,generic,TDK Corporation
.team,generic,"Atomic Lake, LLC"
.tech,generic,Dot Tech LLC
.technology,generic,"Auburn Falls, LLC"
.telecity,generic,TelecityGroup International Limited
.telefonica,generic,Telefónica S.A.
.temasek,generic,Temasek Holdings (Private) Limited
.tennis,generic,"Cotton Bloom, LLC"
.teva,generic,Teva Pharmaceutical Industries Limited
.thd,generic,"Home Depot Product Authority, LLC"
.theater,generic,"Blue Tigers, LLC"
.theatre,generic,XYZ.COM LLC
.tiaa,generic,Teachers Insurance and Annuity Association of America
.tickets,generic,Accent Media Limited
.tienda,generic,"Victor Manor, LLC"
.tiffany,generic,Tiffany and Company
.tips,generic,"Corn Willow, LLC"
.tires,generic,"Dog Edge, LLC"
.tirol,generic,punkt Tirol GmbH
.tjmaxx,generic,"The TJX Companies, Inc."
.tjx,generic,"The TJX Companies, Inc."
.tkmaxx,generic,"The TJX Companies, Inc."
